year.key,league.key,team.key,franchise.key,team.key.bbref,team.key.lahman45,team.key.retro,name
1928,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1928,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1928,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1928,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1929,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1929,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1929,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1929,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1929,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1929,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1929,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1929,AL,DET,DET,DET,DET,DET,Detroit Tigers
1929,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1929,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1929,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1929,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1929,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1929,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1929,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1929,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1930,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1930,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1930,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1930,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1930,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1930,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1930,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1930,AL,DET,DET,DET,DET,DET,Detroit Tigers
1930,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1930,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1930,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1930,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1930,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1930,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1930,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1930,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1931,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1931,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1931,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1931,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1931,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1931,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1931,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1931,AL,DET,DET,DET,DET,DET,Detroit Tigers
1931,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1931,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1931,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1931,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1931,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1931,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1931,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1931,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1932,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1932,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1932,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1932,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1932,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1932,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1932,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1932,AL,DET,DET,DET,DET,DET,Detroit Tigers
1932,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1932,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1932,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1932,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1932,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1932,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1932,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1932,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1933,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1933,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1933,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1933,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1933,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1933,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1933,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1933,AL,DET,DET,DET,DET,DET,Detroit Tigers
1933,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1933,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1933,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1933,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1933,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1933,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1933,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1933,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1934,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1934,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1934,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1934,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1934,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1934,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1934,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1934,AL,DET,DET,DET,DET,DET,Detroit Tigers
1934,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1934,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1934,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1934,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1934,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1934,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1934,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1934,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1935,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1935,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1935,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1935,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1935,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1935,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1935,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1935,AL,DET,DET,DET,DET,DET,Detroit Tigers
1935,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1935,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1935,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1935,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1935,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1935,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1935,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1935,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1936,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1936,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1936,NL,BSN,ATL,BSN,BSN,BSN,Boston Bees
1936,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1936,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1936,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1936,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1936,AL,DET,DET,DET,DET,DET,Detroit Tigers
1936,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1936,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1936,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1936,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1936,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1936,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1936,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1936,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1937,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1937,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1937,NL,BSN,ATL,BSN,BSN,BSN,Boston Bees
1937,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1937,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1937,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1937,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1937,AL,DET,DET,DET,DET,DET,Detroit Tigers
1937,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1937,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1937,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1937,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1937,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1937,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1937,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1937,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1938,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1938,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1938,NL,BSN,ATL,BSN,BSN,BSN,Boston Bees
1938,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1938,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1938,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1938,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1938,AL,DET,DET,DET,DET,DET,Detroit Tigers
1938,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1938,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1938,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1938,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1938,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1938,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1938,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1938,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1939,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1939,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1939,NL,BSN,ATL,BSN,BSN,BSN,Boston Bees
1939,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1939,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1939,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1939,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1939,AL,DET,DET,DET,DET,DET,Detroit Tigers
1939,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1939,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1939,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1939,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1939,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1939,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1939,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1939,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1940,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1940,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1940,NL,BSN,ATL,BSN,BSN,BSN,Boston Bees
1940,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1940,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1940,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1940,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1940,AL,DET,DET,DET,DET,DET,Detroit Tigers
1940,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1940,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1940,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1940,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1940,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1940,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1940,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1940,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1941,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1941,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1941,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1941,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1941,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1941,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1941,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1941,AL,DET,DET,DET,DET,DET,Detroit Tigers
1941,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1941,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1941,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1941,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1941,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1941,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1941,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1941,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1942,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1942,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1942,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1942,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1942,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1942,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1942,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1942,AL,DET,DET,DET,DET,DET,Detroit Tigers
1942,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1942,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1942,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1942,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1942,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1942,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1942,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1942,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1943,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1943,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1943,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1943,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1943,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1943,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1943,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1943,AL,DET,DET,DET,DET,DET,Detroit Tigers
1943,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1943,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1943,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1943,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Blue Jays
1943,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1943,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1943,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1943,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1944,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1944,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1944,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1944,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1944,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1944,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1944,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1944,AL,DET,DET,DET,DET,DET,Detroit Tigers
1944,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1944,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1944,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1944,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Blue Jays
1944,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1944,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1944,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1944,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1945,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1945,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1945,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1945,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1945,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1945,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1945,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1945,AL,DET,DET,DET,DET,DET,Detroit Tigers
1945,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1945,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1945,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1945,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1945,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1945,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1945,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1945,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1946,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1946,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1946,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1946,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1946,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1946,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1946,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1946,AL,DET,DET,DET,DET,DET,Detroit Tigers
1946,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1946,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1946,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1946,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1946,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1946,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1946,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1946,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1947,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1947,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1947,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1947,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1947,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1947,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1947,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1947,AL,DET,DET,DET,DET,DET,Detroit Tigers
1947,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1947,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1947,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1947,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1947,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1947,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1947,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1947,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1948,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1948,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1948,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1948,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1948,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1948,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1948,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1948,AL,DET,DET,DET,DET,DET,Detroit Tigers
1948,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1948,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1948,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1948,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1948,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1948,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1948,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1948,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1949,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1949,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1949,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1949,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1949,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1949,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1949,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1949,AL,DET,DET,DET,DET,DET,Detroit Tigers
1949,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1949,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1949,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1949,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1949,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1949,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1949,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1949,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1950,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1950,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1950,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1950,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1950,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1950,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1950,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1950,AL,DET,DET,DET,DET,DET,Detroit Tigers
1950,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1950,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1950,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1950,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1950,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1950,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1950,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1950,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1951,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1951,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1951,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1951,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1951,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1951,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1951,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1951,AL,DET,DET,DET,DET,DET,Detroit Tigers
1951,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1951,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1951,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1951,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1951,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1951,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1951,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1951,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1952,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1952,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1952,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1952,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1952,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1952,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1952,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1952,AL,DET,DET,DET,DET,DET,Detroit Tigers
1952,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1952,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1952,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1952,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1952,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1952,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1952,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1952,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1953,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1953,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1953,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1953,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1953,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1953,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1953,AL,DET,DET,DET,DET,DET,Detroit Tigers
1953,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1953,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1953,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1953,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1953,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
